Order ID,Product,Category,Sales,Profit,Date,Region,Year,Month,Profit Margin
ORD-1635,Printer,Technology,58.88,16.86,2025-04-10,South,2025,2025-04,0.286
ORD-1636,Chair,Furniture,257.7,96.24,2024-12-13,Central,2024,2024-12,0.373
ORD-1637,Table,Furniture,510.72,29.76,2023-01-10,South,2023,2023-01,0.058
ORD-1638,Sofa,Furniture,371.93,55.97,2024-11-27,Central,2024,2024-11,0.15
ORD-1639,Envelope,Office Supplies,21.97,5.07,2025-06-25,Central,2025,2025-06,0.231
ORD-1640,Phone,Technology,381.73,70.71,2023-02-26,South,2023,2023-02,0.185
ORD-1641,Desk,Furniture,629.05,105.26,2025-04-24,Central,2025,2025-04,0.167
ORD-1642,Monitor,Technology,297.96,31.76,2023-07-10,Central,2023,2023-07,0.107
ORD-1643,Binder,Office Supplies,34.29,5.27,2024-10-04,South,2024,2024-10,0.154
ORD-1644,Binder,Office Supplies,12.53,-0.01,2024-02-13,South,2024,2024-02,-0.001
ORD-1645,Desk,Furniture,366.63,56.98,2024-12-30,West,2024,2024-12,0.155
ORD-1646,Pen Set,Office Supplies,35.13,5.02,2023-03-28,East,2023,2023-03,0.143
ORD-1647,Stapler,Office Supplies,23.08,5.48,2024-01-10,South,2024,2024-01,0.237
ORD-1648,Sofa,Furniture,1042.79,167.66,2023-04-21,West,2023,2023-04,0.161
ORD-1649,Sofa,Furniture,346.53,25.52,2025-03-17,Central,2025,2025-03,0.074
ORD-1650,Sofa,Furniture,264.77,81.85,2024-10-08,Unknown,2024,2024-10,0.309
ORD-1651,Paper,Office Supplies,35.41,4.68,2025-01-10,Central,2025,2025-01,0.132
ORD-1652,Bookcase,Furniture,129.74,-4.72,2024-12-03,South,2024,2024-12,-0.036
ORD-1653,Stapler,Office Supplies,15.16,4.13,2025-03-31,Central,2025,2025-03,0.272
ORD-1654,Binder,Office Supplies,77.92,9.51,2024-07-06,East,2024,2024-07,0.122
ORD-1655,Desk,Furniture,242.93,47.95,2025-08-26,West,2025,2025-08,0.197
ORD-1656,Envelope,Office Supplies,24.88,3.68,2025-09-23,Central,2025,2025-09,0.148
ORD-1657,Laptop,Technology,162.12,11.9,2023-05-03,West,2023,2023-05,0.073
ORD-1658,Table,Furniture,172.63,28.35,2024-06-16,Central,2024,2024-06,0.164
ORD-1659,Printer,Technology,363.57,87.78,2025-04-23,East,2025,2025-04,0.241
ORD-1660,Sofa,Furniture,192.34,9.45,2024-08-05,West,2024,2024-08,0.049
ORD-1661,Pen Set,Office Supplies,73.48,15.05,2025-02-19,East,2025,2025-02,0.205
ORD-1662,Bookcase,Furniture,366.37,39.02,2025-04-08,South,2025,2025-04,0.107
ORD-1663,Bookcase,Furniture,282.29,52.79,2024-08-19,Central,2024,2024-08,0.187
ORD-1664,Printer,Technology,185.64,32.67,2025-04-27,South,2025,2025-04,0.176
ORD-1665,Bookcase,Furniture,186.52,93.52,2024-03-07,East,2024,2024-03,0.501
ORD-1666,Tablet,Technology,233.01,46.41,2023-02-23,East,2023,2023-02,0.199
ORD-1667,Bookcase,Furniture,92.61,26.18,2023-06-22,West,2023,2023-06,0.283
ORD-1668,Bookcase,Furniture,502.78,51.51,2023-09-16,South,2023,2023-09,0.102
ORD-1669,Stapler,Office Supplies,87.55,5.84,2025-09-02,Central,2025,2025-09,0.067
ORD-1670,Pen Set,Office Supplies,19.23,6.67,2023-12-29,West,2023,2023-12,0.347
ORD-1671,Pen Set,Office Supplies,30.46,-1.17,2024-12-12,Central,2024,2024-12,-0.038
ORD-1672,Printer,Technology,194.48,65.45,2024-06-16,Unknown,2024,2024-06,0.337
ORD-1673,Bookcase,Furniture,48.73,3.0,2025-08-18,Central,2025,2025-08,0.062
ORD-1674,Printer,Technology,891.09,42.16,2025-05-31,East,2025,2025-05,0.047
ORD-1675,Stapler,Office Supplies,31.06,2.0,2025-04-23,West,2025,2025-04,0.064
ORD-1676,Pen Set,Office Supplies,27.56,9.29,2024-03-27,South,2024,2024-03,0.337
ORD-1677,Stapler,Office Supplies,72.94,11.81,2025-12-25,Central,2025,2025-12,0.162
ORD-1678,Desk,Furniture,123.07,36.4,2023-08-15,Central,2023,2023-08,0.296
ORD-1679,Pen Set,Office Supplies,34.95,33.03,2024-10-18,West,2024,2024-10,0.945
ORD-1680,Chair,Furniture,152.31,18.76,2024-07-05,Central,2024,2024-07,0.123
ORD-1681,Desk,Furniture,216.01,36.23,2025-10-07,East,2025,2025-10,0.168
ORD-1682,Printer,Technology,460.56,78.02,2023-03-06,South,2023,2023-03,0.169
ORD-1683,Bookcase,Furniture,164.15,-5.98,2023-05-27,South,2023,2023-05,-0.036
ORD-1684,Phone,Technology,259.82,68.5,2023-09-07,East,2023,2023-09,0.264
ORD-1685,Monitor,Technology,264.36,-1.26,2024-02-12,East,2024,2024-02,-0.005
ORD-1686,Table,Furniture,58.75,2.16,2024-10-01,South,2024,2024-10,0.037
ORD-1687,Envelope,Office Supplies,37.87,13.96,2024-06-02,East,2024,2024-06,0.369
ORD-1688,Desk,Furniture,261.42,-9.44,2024-04-28,East,2024,2024-04,-0.036
ORD-1689,Tablet,Technology,221.93,6.35,2025-03-21,Unknown,2025,2025-03,0.029
ORD-1690,Pen Set,Office Supplies,21.71,-1.25,2025-01-30,West,2025,2025-01,-0.058
ORD-1691,Envelope,Office Supplies,52.46,8.36,2023-05-03,Central,2023,2023-05,0.159
ORD-1692,Desk,Furniture,85.79,-10.61,2024-04-21,South,2024,2024-04,-0.124
ORD-1693,Phone,Technology,274.81,59.09,2023-02-13,West,2023,2023-02,0.215
ORD-1694,Table,Furniture,399.8,12.98,2024-08-26,South,2024,2024-08,0.032
ORD-1695,Stapler,Office Supplies,45.9,8.1,2025-08-17,Central,2025,2025-08,0.176
ORD-1696,Binder,Office Supplies,25.54,5.37,2025-12-23,East,2025,2025-12,0.21
ORD-1697,Phone,Technology,479.26,65.46,2025-11-02,East,2025,2025-11,0.137
ORD-1698,Tablet,Technology,421.02,107.19,2024-10-18,West,2024,2024-10,0.255
ORD-1699,Monitor,Technology,256.72,42.37,2023-11-12,South,2023,2023-11,0.165
ORD-1700,Chair,Furniture,80.62,25.41,2023-03-31,East,2023,2023-03,0.315
ORD-1701,Chair,Furniture,210.15,1.31,2024-01-28,South,2024,2024-01,0.006
ORD-1702,Pen Set,Office Supplies,21.97,2.38,2023-04-11,Central,2023,2023-04,0.108
ORD-1703,Table,Furniture,528.16,267.2,2025-08-16,East,2025,2025-08,0.506
ORD-1704,Printer,Technology,278.43,48.28,2024-06-28,East,2024,2024-06,0.173
ORD-1705,Desk,Furniture,267.9,61.55,2023-07-27,East,2023,2023-07,0.23
ORD-1706,Binder,Office Supplies,76.45,11.95,2025-04-30,West,2025,2025-04,0.156
ORD-1707,Pen Set,Office Supplies,32.18,10.29,2023-08-02,South,2023,2023-08,0.32
ORD-1708,Monitor,Technology,293.28,73.68,2024-12-22,South,2024,2024-12,0.251
ORD-1709,Phone,Technology,1146.99,173.23,2024-10-24,South,2024,2024-10,0.151
ORD-1710,Stapler,Office Supplies,22.82,5.22,2025-07-15,Central,2025,2025-07,0.229
ORD-1711,Tablet,Technology,735.15,85.43,2025-11-26,East,2025,2025-11,0.116
ORD-1712,Desk,Furniture,413.1,99.79,2023-02-14,Central,2023,2023-02,0.242
ORD-1713,Envelope,Office Supplies,46.36,12.33,2023-07-13,West,2023,2023-07,0.266
ORD-1714,Tablet,Technology,595.65,161.13,2024-04-22,West,2024,2024-04,0.271
ORD-1715,Binder,Office Supplies,48.11,11.26,2024-10-26,East,2024,2024-10,0.234
ORD-1716,Envelope,Office Supplies,34.49,2.56,2024-09-07,East,2024,2024-09,0.074
ORD-1717,Bookcase,Furniture,49.91,-0.79,2025-06-08,Central,2025,2025-06,-0.016
ORD-1718,Sofa,Furniture,114.84,16.43,2025-02-22,East,2025,2025-02,0.143
ORD-1719,Binder,Office Supplies,35.59,9.01,2025-10-25,Central,2025,2025-10,0.253
ORD-1720,Phone,Technology,343.64,28.16,2024-03-30,East,2024,2024-03,0.082
ORD-1721,Laptop,Technology,299.17,56.81,2023-04-11,South,2023,2023-04,0.19
ORD-1722,Monitor,Technology,76.71,6.79,2025-09-11,West,2025,2025-09,0.089
ORD-1723,Sofa,Furniture,393.33,41.07,2024-05-11,West,2024,2024-05,0.104
ORD-1724,Paper,Office Supplies,54.75,8.58,2025-04-27,East,2025,2025-04,0.157
ORD-1725,Paper,Office Supplies,15.46,2.54,2023-12-13,Central,2023,2023-12,0.164
ORD-1726,Tablet,Technology,359.05,76.58,2025-06-21,West,2025,2025-06,0.213
ORD-1727,Monitor,Technology,167.77,36.94,2023-08-19,East,2023,2023-08,0.22
ORD-1728,Bookcase,Furniture,249.43,51.17,2024-12-04,East,2024,2024-12,0.205
ORD-1729,Bookcase,Furniture,148.64,41.8,2024-03-09,West,2024,2024-03,0.281
ORD-1730,Tablet,Technology,509.65,156.58,2023-02-07,West,2023,2023-02,0.307
ORD-1731,Monitor,Technology,1684.18,153.84,2024-08-04,East,2024,2024-08,0.091
ORD-1732,Laptop,Technology,629.95,60.87,2025-03-06,East,2025,2025-03,0.097
ORD-1733,Laptop,Technology,248.43,26.05,2024-08-22,East,2024,2024-08,0.105
ORD-1734,Tablet,Technology,347.32,48.85,2024-10-08,East,2024,2024-10,0.141
ORD-1735,Sofa,Furniture,244.39,18.81,2023-02-14,South,2023,2023-02,0.077
ORD-1736,Phone,Technology,726.6,13.44,2023-02-07,West,2023,2023-02,0.018
ORD-1737,Sofa,Furniture,112.12,34.0,2023-05-07,Central,2023,2023-05,0.303
ORD-1738,Sofa,Furniture,128.53,36.26,2024-04-06,Central,2024,2024-04,0.282
ORD-1739,Table,Furniture,196.94,33.9,2025-05-04,West,2025,2025-05,0.172
ORD-1740,Stapler,Office Supplies,96.36,33.8,2023-09-27,South,2023,2023-09,0.351
ORD-1741,Desk,Furniture,406.39,98.62,2025-12-08,Central,2025,2025-12,0.243
ORD-1742,Sofa,Furniture,112.41,21.43,2024-10-12,West,2024,2024-10,0.191
ORD-1743,Bookcase,Furniture,251.82,51.47,2023-03-02,West,2023,2023-03,0.204
ORD-1744,Printer,Technology,275.1,44.91,2024-07-14,South,2024,2024-07,0.163
ORD-1745,Sofa,Furniture,153.8,-24.59,2024-04-17,Central,2024,2024-04,-0.16
ORD-1746,Table,Furniture,221.07,25.19,2025-10-25,West,2025,2025-10,0.114
ORD-1747,Table,Furniture,76.91,25.24,2025-08-28,South,2025,2025-08,0.328
ORD-1748,Bookcase,Furniture,170.83,43.5,2024-03-31,South,2024,2024-03,0.255
ORD-1749,Desk,Furniture,83.3,12.26,2025-09-30,South,2025,2025-09,0.147
ORD-1750,Phone,Technology,446.78,-2.88,2025-02-18,East,2025,2025-02,-0.006
ORD-1751,Envelope,Office Supplies,54.42,18.12,2025-12-02,East,2025,2025-12,0.333
ORD-1752,Sofa,Furniture,378.3,14.1,2023-03-22,South,2023,2023-03,0.037
ORD-1753,Desk,Furniture,611.75,124.23,2025-06-19,Central,2025,2025-06,0.203
ORD-1754,Monitor,Technology,306.51,35.16,2024-08-25,South,2024,2024-08,0.115
ORD-1755,Table,Furniture,193.15,-5.65,2023-07-05,South,2023,2023-07,-0.029
ORD-1756,Envelope,Office Supplies,37.38,5.7,2025-03-16,West,2025,2025-03,0.152
ORD-1757,Binder,Office Supplies,20.27,5.54,2023-07-04,South,2023,2023-07,0.273
ORD-1758,Chair,Furniture,21.23,3.77,2023-08-22,East,2023,2023-08,0.178
ORD-1759,Pen Set,Office Supplies,30.25,12.77,2025-02-14,West,2025,2025-02,0.422
ORD-1760,Tablet,Technology,402.36,106.97,2023-11-29,West,2023,2023-11,0.266
ORD-1761,Printer,Technology,565.28,85.63,2025-07-02,Central,2025,2025-07,0.151
ORD-1762,Chair,Furniture,250.92,48.23,2023-01-26,Central,2023,2023-01,0.192
ORD-1763,Sofa,Furniture,581.61,173.69,2024-05-02,South,2024,2024-05,0.299
ORD-1764,Laptop,Technology,101.99,20.48,2024-05-16,East,2024,2024-05,0.201
ORD-1765,Chair,Furniture,260.23,-24.15,2023-10-31,West,2023,2023-10,-0.093
ORD-1766,Sofa,Furniture,100.82,16.9,2024-11-09,Central,2024,2024-11,0.168
ORD-1767,Desk,Furniture,49.76,4.81,2023-12-30,Central,2023,2023-12,0.097
ORD-1768,Chair,Furniture,211.76,38.65,2024-10-23,Central,2024,2024-10,0.183
ORD-1769,Tablet,Technology,406.52,63.14,2024-08-22,East,2024,2024-08,0.155
ORD-1770,Tablet,Technology,202.09,27.28,2025-12-10,South,2025,2025-12,0.135
ORD-1771,Envelope,Office Supplies,29.34,6.67,2025-09-17,East,2025,2025-09,0.227
ORD-1772,Stapler,Office Supplies,73.56,17.64,2024-10-10,South,2024,2024-10,0.24
ORD-1773,Sofa,Furniture,461.8,18.29,2025-11-30,South,2025,2025-11,0.04
ORD-1774,Binder,Office Supplies,34.95,8.4,2024-02-01,Central,2024,2024-02,0.24
ORD-1775,Desk,Furniture,303.02,66.55,2025-04-27,South,2025,2025-04,0.22
ORD-1776,Chair,Furniture,335.24,26.75,2024-07-30,West,2024,2024-07,0.08
ORD-1777,Stapler,Office Supplies,101.22,18.68,2023-08-22,East,2023,2023-08,0.185
ORD-1778,Paper,Office Supplies,48.11,20.34,2024-02-02,West,2024,2024-02,0.423
ORD-1779,Laptop,Technology,345.09,96.96,2025-09-13,West,2025,2025-09,0.281
ORD-1780,Phone,Technology,207.94,-17.76,2023-04-25,South,2023,2023-04,-0.085
ORD-1781,Tablet,Technology,916.71,142.92,2024-03-02,East,2024,2024-03,0.156
ORD-1782,Laptop,Technology,115.67,14.86,2024-07-28,West,2024,2024-07,0.128
ORD-1783,Binder,Office Supplies,48.22,8.96,2024-01-19,South,2024,2024-01,0.186
ORD-1784,Stapler,Office Supplies,41.99,17.76,2024-07-10,East,2024,2024-07,0.423
ORD-1785,Printer,Technology,100.71,20.09,2025-12-11,West,2025,2025-12,0.199
ORD-1786,Chair,Furniture,225.08,52.02,2025-11-02,South,2025,2025-11,0.231
ORD-1787,Bookcase,Furniture,221.44,37.6,2025-12-08,South,2025,2025-12,0.17
ORD-1788,Sofa,Furniture,75.21,20.03,2024-02-25,West,2024,2024-02,0.266
ORD-1789,Paper,Office Supplies,17.39,3.61,2024-09-28,East,2024,2024-09,0.208
ORD-1790,Bookcase,Furniture,78.25,11.15,2023-04-05,South,2023,2023-04,0.142
ORD-1791,Sofa,Furniture,218.22,55.48,2024-03-05,Central,2024,2024-03,0.254
ORD-1792,Phone,Technology,292.58,8.76,2024-07-12,East,2024,2024-07,0.03
ORD-1793,Envelope,Office Supplies,48.63,11.49,2024-02-28,East,2024,2024-02,0.236
ORD-1794,Stapler,Office Supplies,51.53,6.57,2023-12-17,West,2023,2023-12,0.127
ORD-1795,Laptop,Technology,326.55,27.58,2023-03-01,West,2023,2023-03,0.084
ORD-1796,Chair,Furniture,277.97,74.86,2025-03-13,South,2025,2025-03,0.269
ORD-1797,Pen Set,Office Supplies,31.65,0.59,2024-10-01,Central,2024,2024-10,0.019
ORD-1798,Paper,Office Supplies,15.03,-0.66,2023-09-27,South,2023,2023-09,-0.044
ORD-1799,Table,Furniture,426.88,97.66,2025-08-11,Central,2025,2025-08,0.229
ORD-1800,Stapler,Office Supplies,15.19,0.53,2025-03-13,Central,2025,2025-03,0.035
ORD-1801,Phone,Technology,569.86,-1.8,2023-03-03,South,2023,2023-03,-0.003
ORD-1802,Bookcase,Furniture,223.63,29.33,2023-09-18,Central,2023,2023-09,0.131
ORD-1803,Bookcase,Furniture,349.87,-1.69,2024-09-10,East,2024,2024-09,-0.005
ORD-1804,Binder,Office Supplies,96.43,36.07,2025-09-14,West,2025,2025-09,0.374
ORD-1805,Pen Set,Office Supplies,37.08,10.14,2024-12-01,South,2024,2024-12,0.273
ORD-1806,Sofa,Furniture,174.87,27.51,2023-08-23,South,2023,2023-08,0.157
ORD-1807,Monitor,Technology,642.42,87.81,2025-04-11,Central,2025,2025-04,0.137
ORD-1808,Printer,Technology,113.26,25.33,2023-05-06,South,2023,2023-05,0.224
ORD-1809,Paper,Office Supplies,28.56,6.66,2023-11-02,West,2023,2023-11,0.233
ORD-1810,Monitor,Technology,397.39,130.46,2024-10-10,West,2024,2024-10,0.328
ORD-1811,Printer,Technology,136.22,8.95,2023-01-17,East,2023,2023-01,0.066
ORD-1812,Laptop,Technology,333.305,-15.54,2023-04-19,Central,2023,2023-04,-0.047
ORD-1813,Bookcase,Furniture,274.29,72.09,2024-04-26,East,2024,2024-04,0.263
ORD-1814,Pen Set,Office Supplies,10.98,0.54,2025-02-20,South,2025,2025-02,0.049
ORD-1815,Desk,Furniture,87.64,28.58,2025-01-07,South,2025,2025-01,0.326
ORD-1816,Binder,Office Supplies,54.49,-1.48,2023-01-24,West,2023,2023-01,-0.027
ORD-1817,Phone,Technology,197.21,55.93,2023-06-23,West,2023,2023-06,0.284
ORD-1818,Envelope,Office Supplies,47.99,13.15,2024-01-04,South,2024,2024-01,0.274
ORD-1819,Printer,Technology,282.51,100.34,2024-01-16,Unknown,2024,2024-01,0.355
ORD-1820,Binder,Office Supplies,14.29,2.72,2025-04-21,Central,2025,2025-04,0.19
ORD-1821,Sofa,Furniture,113.23,26.91,2025-01-24,South,2025,2025-01,0.238
ORD-1822,Sofa,Furniture,139.3,35.95,2025-08-10,Central,2025,2025-08,0.258
ORD-1823,Table,Furniture,57.73,17.11,2024-10-01,East,2024,2024-10,0.296
ORD-1824,Table,Furniture,376.73,158.03,2025-11-15,South,2025,2025-11,0.419
ORD-1825,Printer,Technology,1963.66,608.41,2023-12-10,Central,2023,2023-12,0.31
ORD-1826,Envelope,Office Supplies,59.66,12.39,2023-05-06,Central,2023,2023-05,0.208
ORD-1827,Stapler,Office Supplies,45.93,5.94,2024-08-10,East,2024,2024-08,0.129
ORD-1828,Printer,Technology,550.33,62.19,2024-07-29,West,2024,2024-07,0.113
ORD-1829,Binder,Office Supplies,19.17,5.88,2025-07-03,West,2025,2025-07,0.307
ORD-1830,Table,Furniture,409.21,73.38,2025-12-16,West,2025,2025-12,0.179
ORD-1831,Sofa,Furniture,345.96,81.13,2025-10-12,West,2025,2025-10,0.235
ORD-1832,Pen Set,Office Supplies,26.01,3.76,2024-03-07,West,2024,2024-03,0.145
ORD-1833,Laptop,Technology,325.19,56.18,2023-12-10,East,2023,2023-12,0.173
ORD-1834,Binder,Office Supplies,44.88,12.87,2025-03-09,South,2025,2025-03,0.287
ORD-1835,Bookcase,Furniture,325.62,129.7,2025-02-21,South,2025,2025-02,0.398
ORD-1836,Chair,Furniture,224.84,53.75,2025-06-03,Central,2025,2025-06,0.239
ORD-1837,Printer,Technology,225.12,13.6,2024-06-06,East,2024,2024-06,0.06
ORD-1838,Binder,Office Supplies,29.96,3.67,2025-11-30,West,2025,2025-11,0.122
ORD-1839,Paper,Office Supplies,34.95,4.9,2023-05-20,East,2023,2023-05,0.14
ORD-1840,Printer,Technology,599.21,157.01,2024-08-03,West,2024,2024-08,0.262
ORD-1841,Sofa,Furniture,66.51,12.53,2023-09-07,West,2023,2023-09,0.188
ORD-1842,Table,Furniture,131.21,7.41,2023-08-16,West,2023,2023-08,0.056
ORD-1843,Table,Furniture,67.41,21.98,2025-05-24,Central,2025,2025-05,0.326
ORD-1844,Monitor,Technology,165.62,19.16,2024-07-21,East,2024,2024-07,0.116
ORD-1845,Bookcase,Furniture,46.42,5.95,2023-12-31,Central,2023,2023-12,0.128
ORD-1846,Pen Set,Office Supplies,31.97,6.37,2025-10-04,West,2025,2025-10,0.199
ORD-1847,Paper,Office Supplies,46.03,1.74,2024-06-14,South,2024,2024-06,0.038
ORD-1848,Phone,Technology,496.75,64.77,2025-10-16,East,2025,2025-10,0.13
ORD-1849,Pen Set,Office Supplies,40.39,4.81,2023-11-07,Central,2023,2023-11,0.119
ORD-1850,Pen Set,Office Supplies,35.64,3.17,2025-06-12,South,2025,2025-06,0.089
ORD-1851,Sofa,Furniture,570.48,60.7,2023-01-07,West,2023,2023-01,0.106
ORD-1852,Sofa,Furniture,39.86,2.73,2024-11-13,Central,2024,2024-11,0.068
ORD-1853,Paper,Office Supplies,22.14,2.22,2025-12-30,Central,2025,2025-12,0.1
ORD-1854,Monitor,Technology,157.47,9.37,2023-03-22,West,2023,2023-03,0.06
ORD-1855,Laptop,Technology,366.46,83.37,2025-09-23,Central,2025,2025-09,0.228
ORD-1856,Chair,Furniture,141.98,20.93,2023-02-21,West,2023,2023-02,0.147
ORD-1857,Sofa,Furniture,565.81,186.56,2025-10-20,Central,2025,2025-10,0.33
ORD-1858,Chair,Furniture,378.62,15.98,2023-04-25,Central,2023,2023-04,0.042
ORD-1859,Sofa,Furniture,53.52,15.58,2023-11-02,South,2023,2023-11,0.291
ORD-1860,Binder,Office Supplies,60.34,12.83,2023-02-09,South,2023,2023-02,0.213
ORD-1861,Binder,Office Supplies,31.06,6.62,2023-12-19,East,2023,2023-12,0.213
ORD-1862,Table,Furniture,437.17,140.05,2023-05-11,West,2023,2023-05,0.32
ORD-1863,Binder,Office Supplies,35.86,5.35,2024-02-20,East,2024,2024-02,0.149
ORD-1864,Pen Set,Office Supplies,47.79,8.25,2023-09-05,Central,2023,2023-09,0.173
ORD-1865,Chair,Furniture,162.13,37.36,2024-11-18,West,2024,2024-11,0.23
ORD-1866,Bookcase,Furniture,214.56,34.13,2025-06-17,West,2025,2025-06,0.159
ORD-1867,Envelope,Office Supplies,34.95,8.44,2023-11-20,South,2023,2023-11,0.241
ORD-1868,Chair,Furniture,155.5,-1.99,2025-05-02,Central,2025,2025-05,-0.013
ORD-1869,Desk,Furniture,220.89,37.46,2024-07-08,West,2024,2024-07,0.17
ORD-1870,Paper,Office Supplies,17.4,4.57,2025-10-20,West,2025,2025-10,0.263
ORD-1871,Printer,Technology,444.94,110.41,2023-01-10,South,2023,2023-01,0.248
ORD-1872,Sofa,Furniture,115.72,11.24,2025-11-05,Central,2025,2025-11,0.097
ORD-1873,Laptop,Technology,1005.81,144.74,2023-08-19,West,2023,2023-08,0.144
ORD-1874,Phone,Technology,214.88,44.85,2023-11-24,West,2023,2023-11,0.209
ORD-1875,Monitor,Technology,460.13,107.81,2024-05-29,South,2024,2024-05,0.234
ORD-1876,Chair,Furniture,230.83,62.12,2023-12-27,East,2023,2023-12,0.269
ORD-1877,Desk,Furniture,540.87,141.58,2024-10-29,South,2024,2024-10,0.262
ORD-1878,Chair,Furniture,117.84,21.75,2024-04-11,Central,2024,2024-04,0.185
ORD-1879,Monitor,Technology,384.65,104.62,2025-08-22,East,2025,2025-08,0.272
ORD-1880,Sofa,Furniture,115.49,1.65,2023-12-31,South,2023,2023-12,0.014
ORD-1881,Stapler,Office Supplies,63.15,16.23,2024-02-19,Central,2024,2024-02,0.257
ORD-1882,Monitor,Technology,103.4,27.21,2025-08-11,East,2025,2025-08,0.263
ORD-1883,Tablet,Technology,76.02,-4.89,2023-12-15,West,2023,2023-12,-0.064
ORD-1884,Tablet,Technology,220.62,62.47,2024-03-19,South,2024,2024-03,0.283
ORD-1885,Pen Set,Office Supplies,23.87,4.31,2024-05-22,West,2024,2024-05,0.181
ORD-1886,Binder,Office Supplies,26.61,9.4,2025-05-05,East,2025,2025-05,0.353
ORD-1887,Paper,Office Supplies,23.76,2.87,2025-12-23,South,2025,2025-12,0.121
ORD-1888,Table,Furniture,373.68,82.51,2024-05-07,South,2024,2024-05,0.221
ORD-1889,Monitor,Technology,194.27,42.66,2025-01-04,West,2025,2025-01,0.22
ORD-1890,Printer,Technology,134.32,10.87,2025-07-29,West,2025,2025-07,0.081
ORD-1891,Phone,Technology,39.61,9.66,2025-04-10,West,2025,2025-04,0.244
ORD-1892,Paper,Office Supplies,45.54,11.19,2025-02-27,East,2025,2025-02,0.246
ORD-1893,Printer,Technology,126.42,2.07,2023-06-15,West,2023,2023-06,0.016
ORD-1894,Stapler,Office Supplies,30.81,2.4,2023-08-16,East,2023,2023-08,0.078
ORD-1895,Monitor,Technology,96.71,17.57,2024-02-24,East,2024,2024-02,0.182
ORD-1896,Pen Set,Office Supplies,57.44,13.67,2024-04-06,West,2024,2024-04,0.238
ORD-1897,Printer,Technology,252.56,93.68,2023-05-10,East,2023,2023-05,0.371
ORD-1898,Table,Furniture,304.49,20.96,2025-07-14,Central,2025,2025-07,0.069
ORD-1899,Desk,Furniture,91.79,24.72,2023-06-28,South,2023,2023-06,0.269
ORD-1900,Chair,Furniture,418.81,121.54,2024-07-19,West,2024,2024-07,0.29
ORD-1901,Sofa,Furniture,176.19,40.7,2024-08-23,East,2024,2024-08,0.231
ORD-1902,Printer,Technology,290.38,41.52,2025-06-28,South,2025,2025-06,0.143
ORD-1903,Desk,Furniture,63.08,15.9,2025-04-23,Central,2025,2025-04,0.252
ORD-1904,Tablet,Technology,99.15,11.13,2025-07-26,South,2025,2025-07,0.112
ORD-1905,Bookcase,Furniture,237.03,55.32,2025-09-18,West,2025,2025-09,0.233
ORD-1906,Bookcase,Furniture,52.9,-2.41,2025-07-22,Central,2025,2025-07,-0.046
ORD-1907,Stapler,Office Supplies,62.48,19.16,2023-12-26,West,2023,2023-12,0.307
ORD-1908,Desk,Furniture,218.88,12.77,2023-08-28,West,2023,2023-08,0.058
ORD-1909,Printer,Technology,365.95,51.13,2024-02-25,West,2024,2024-02,0.14
ORD-1910,Monitor,Technology,178.22,10.78,2025-07-07,Central,2025,2025-07,0.06
ORD-1911,Table,Furniture,342.07,56.15,2023-10-25,South,2023,2023-10,0.164
ORD-1912,Envelope,Office Supplies,38.58,5.56,2024-08-28,Central,2024,2024-08,0.144
ORD-1913,Binder,Office Supplies,34.04,5.94,2024-11-24,South,2024,2024-11,0.175
ORD-1914,Sofa,Furniture,117.66,41.85,2024-09-22,East,2024,2024-09,0.356
ORD-1915,Laptop,Technology,672.65,221.53,2023-04-23,Central,2023,2023-04,0.329
ORD-1916,Monitor,Technology,378.6,65.73,2023-06-21,East,2023,2023-06,0.174
ORD-1917,Sofa,Furniture,484.74,73.36,2024-02-03,South,2024,2024-02,0.151
ORD-1918,Bookcase,Furniture,544.84,45.76,2023-10-30,South,2023,2023-10,0.084
ORD-1919,Bookcase,Furniture,208.25,30.6,2024-12-20,Central,2024,2024-12,0.147
ORD-1920,Table,Furniture,409.99,43.95,2025-06-25,South,2025,2025-06,0.107
ORD-1921,Phone,Technology,400.92,57.98,2023-06-26,West,2023,2023-06,0.145
ORD-1922,Stapler,Office Supplies,13.42,3.41,2025-02-08,East,2025,2025-02,0.254
ORD-1923,Monitor,Technology,113.04,0.39,2023-10-08,South,2023,2023-10,0.003
ORD-1924,Laptop,Technology,210.3,-17.81,2024-09-14,Central,2024,2024-09,-0.085
ORD-1925,Desk,Furniture,503.37,149.08,2024-09-06,Central,2024,2024-09,0.296
ORD-1926,Stapler,Office Supplies,49.86,2.17,2024-01-03,South,2024,2024-01,0.044
ORD-1927,Bookcase,Furniture,264.74,95.72,2023-05-17,South,2023,2023-05,0.362
ORD-1928,Printer,Technology,475.89,168.8,2023-09-02,South,2023,2023-09,0.355
ORD-1929,Monitor,Technology,577.32,147.15,2023-10-27,East,2023,2023-10,0.255
ORD-1930,Chair,Furniture,291.7,22.36,2025-01-09,Central,2025,2025-01,0.077
ORD-1931,Printer,Technology,189.74,46.19,2025-11-18,East,2025,2025-11,0.243
ORD-1932,Binder,Office Supplies,41.19,9.7,2024-10-09,Central,2024,2024-10,0.235
ORD-1933,Stapler,Office Supplies,47.02,16.6,2025-12-30,East,2025,2025-12,0.353
ORD-1934,Stapler,Office Supplies,38.88,11.39,2025-09-20,Central,2025,2025-09,0.293
ORD-1935,Desk,Furniture,203.78,6.92,2024-01-21,West,2024,2024-01,0.034
